"R0000100","R0070400","R0070500","R0071000","R0357900","R0358100","R0358300","R0358500","R0358900","R0359100","R0536300","R0536401","R0536402","R1204700","R1205300","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
1644,3,3,2,1,30,1,2,1,0,2,3,1981,301000,1,1,-3,14,-3,14,4,86,-4,-4,-4,-4,560,540
1645,4,1,3,0,-4,1,0,0,-4,1,10,1981,600000,1,1,16,-3,16,-3,4,3,-4,-4,-4,-4,560,490
1646,5,4,3,1,0,0,-4,0,-4,1,4,1982,-3,2,1,12,14,20,14,4,-3,-4,-4,-4,-4,350,430
1647,4,2,3,0,-4,0,-4,0,-4,2,11,1982,75000,1,1,7,13,7,13,4,-4,-4,-4,-4,-4,-4,-4
1648,3,1,2,1,0,1,2,1,10,1,9,1981,21800,2,1,-4,11,11,11,4,0,-4,-4,-4,-4,-4,-4
1649,4,5,4,1,0,1,1,1,0,1,2,1981,164300,1,1,14,12,14,12,4,3,-4,-4,-4,-4,510,440
1650,3,3,2,0,-4,0,-4,0,-4,1,7,1982,-4,1,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
1651,4,3,3,0,-4,0,-4,0,-4,2,10,1982,190301,1,1,14,11,14,11,4,4,-4,-4,-4,-4,570,480
1652,2,2,1,0,-4,0,-4,0,-4,1,3,1981,177500,1,1,14,12,14,12,4,5,-4,-4,-4,-4,-4,-4
1653,4,1,1,0,-4,1,0,0,-4,1,7,1983,106000,1,1,16,16,16,16,4,2,-4,-4,-4,-4,480,460
1654,3,3,3,1,15,1,0,0,-4,1,3,1980,115500,1,1,16,12,16,12,4,-3,-4,-4,-4,-4,-4,-4
1655,3,1,3,1,0,1,0,0,-4,1,4,1982,-10000,5,1,16,12,16,-4,4,-4,-4,-4,-4,-4,-4,-4
1656,1,1,1,0,-4,0,-4,0,-4,1,5,1984,3750,1,1,16,16,16,16,4,4,23,21,25,23,450,570
1657,3,1,4,0,-4,0,-4,0,-4,2,5,1983,-4,10,1,-4,-3,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
1658,2,2,4,1,0,0,-4,0,-4,2,11,1982,77010,8,1,9,11,-4,-4,4,85,-4,-4,-4,-4,300,300
1659,2,1,2,1,0,1,0,0,-4,1,12,1982,114750,1,1,14,12,14,12,2,-3,-4,-4,-4,-4,-4,-4
1660,1,1,1,0,-4,0,-4,0,-4,2,5,1981,600000,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
1661,3,5,4,0,-4,1,2,0,-4,1,9,1980,600000,1,1,20,14,20,14,2,84,-4,-4,-4,-4,240,460
1662,5,1,3,1,30,1,5,1,3,1,12,1981,3150,1,1,11,9,11,9,4,-4,-4,-4,-4,-4,-4,-4
1663,1,1,1,0,-4,1,0,0,-4,2,1,1984,40700,1,1,11,10,11,10,2,67,-4,-4,-4,-4,-4,-4
1664,1,1,1,0,-4,0,-4,0,-4,1,8,1983,-4,2,1,-3,10,6,10,4,-4,-4,-4,-4,-4,-4,-4
1665,4,4,4,1,30,1,0,1,6,1,7,1981,4200,2,1,-3,10,10,10,4,-4,-4,-4,-4,-4,-4,-4
1666,4,2,3,1,15,0,-4,1,0,1,12,1981,-3,1,1,10,10,10,10,4,-4,-4,-4,-4,-4,-4,-4
1667,1,1,1,0,-4,0,-4,0,-4,1,10,1984,-4,2,1,-3,4,11,4,4,3,-4,-4,-4,-4,410,440
1668,3,1,1,0,-4,0,-4,0,-4,1,2,1984,13750,9,1,-4,-3,-4,-4,4,0,-4,-4,-4,-4,-4,-4
1669,3,3,2,1,0,1,1,1,3,2,9,1981,600000,1,1,16,14,16,14,4,4,-4,-4,-4,-4,650,720
1670,3,3,2,0,-4,0,-4,0,-4,2,8,1980,600000,1,1,18,14,18,14,4,4,-4,-4,-4,-4,-4,-4
1671,4,2,2,0,-4,0,-4,0,-4,2,3,1982,600000,1,1,18,14,18,14,4,3,19,19,19,18,-4,-4
1672,2,1,1,0,-4,0,-4,0,-4,2,12,1983,600000,1,1,18,14,18,14,4,4,25,-3,-3,-3,-4,-4
1673,2,2,1,1,0,1,0,0,-4,2,11,1982,118500,4,1,12,16,-4,16,4,-4,-4,-4,-4,-4,-4,-4
1674,3,3,2,0,-4,1,0,0,-4,2,6,1981,-4,2,1,15,18,18,18,4,2,-4,-4,-4,-4,-4,-4
1675,2,1,1,0,-4,0,-4,0,-4,1,1,1984,-4,2,1,15,18,18,18,4,1,-4,-4,-4,-4,-4,-4
1676,2,4,4,1,30,1,8,1,27,1,5,1980,152500,1,1,16,18,16,18,4,2,-4,-4,-4,-4,-4,-4
1677,4,4,3,1,0,0,-4,0,-4,2,4,1982,152500,1,1,16,18,16,18,4,4,30,28,33,34,620,640
1678,1,1,1,0,-4,0,-4,0,-4,1,12,1983,-4,1,1,-3,-3,-3,-3,4,4,23,16,17,17,530,640
1679,3,3,2,0,-4,0,-4,0,-4,2,2,1982,142750,5,1,16,12,16,-4,4,3,18,18,17,20,360,350
1680,2,2,1,0,-4,0,-4,0,-4,2,4,1982,-3,1,1,16,17,16,17,4,4,27,28,28,28,580,660
1681,2,3,2,1,0,1,15,0,-4,1,2,1981,-3,4,1,12,13,-4,13,4,3,-4,-4,-4,-4,-4,-4
1682,3,4,3,1,0,1,7,1,0,2,5,1980,600000,1,1,16,16,16,16,4,4,-4,-4,-4,-4,480,470
1683,4,2,2,1,20,1,2,0,-4,1,1,1980,-3,1,1,-3,12,-3,12,2,2,-4,-4,-4,-4,-4,-4
1684,4,4,3,1,10,1,0,0,-4,2,1,1981,-3,1,1,-3,12,-3,12,2,-4,-4,-4,-4,-4,-4,-4
1685,3,4,1,0,-4,0,-4,0,-4,1,3,1980,-4,1,1,16,16,16,16,3,2,-4,-4,-4,-4,420,370
1686,3,4,2,0,-4,0,-4,0,-4,2,2,1982,-3,1,1,17,17,17,17,4,82,22,24,18,23,410,270
1687,1,1,3,1,0,1,1,1,18,1,11,1980,246501,1,1,16,18,16,18,4,4,-4,-4,-4,-4,500,610
1688,1,1,2,1,0,1,1,1,1,1,7,1983,246501,1,1,16,18,16,18,4,94,-4,-4,-4,-4,670,650
1689,4,1,2,0,-4,0,-4,0,-4,2,3,1984,14500,1,1,9,12,9,12,4,-4,-4,-4,-4,-4,-4,-4
1690,1,1,1,0,-4,0,-4,0,-4,2,12,1983,121750,5,1,12,-3,12,-4,4,-4,-4,-4,-4,-4,-4,-4
1691,1,1,1,0,-4,0,-4,0,-4,2,12,1983,121750,5,1,12,-3,12,-4,4,-4,-4,-4,-4,-4,-4,-4
1692,2,2,2,0,-4,0,-4,0,-4,1,9,1981,600000,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1693,2,1,2,0,-4,0,-4,0,-4,1,10,1984,113500,3,1,16,12,16,14,4,-4,-4,-4,-4,-4,-4,-4
1694,3,2,4,1,4,1,0,0,-4,1,5,1982,345500,1,1,12,14,12,14,4,-4,-4,-4,-4,-4,-4,-4
1695,1,1,1,0,-4,0,-4,0,-4,1,11,1984,345500,1,1,12,14,12,14,4,-4,-4,-4,-4,-4,-4,-4
1696,4,2,1,0,-4,0,-4,0,-4,1,5,1983,115500,1,1,12,11,12,11,4,2,-4,-4,-4,-4,490,420
1697,2,1,2,0,-4,0,-4,0,-4,2,4,1984,112100,1,1,13,16,13,16,4,-4,-4,-4,-4,-4,-4,-4
1698,1,1,1,0,-4,0,-4,0,-4,2,11,1980,600000,1,1,14,17,14,17,4,3,-4,-4,-4,-4,430,430
1699,2,1,2,1,0,1,0,0,-4,1,8,1982,600000,1,1,14,17,14,17,4,-4,-4,-4,-4,-4,-4,-4
1700,3,1,1,1,0,1,0,0,-4,1,8,1982,-4,4,1,12,12,-4,12,4,79,-4,-4,-4,-4,370,400
1701,1,1,1,0,-4,0,-4,0,-4,1,5,1984,-4,4,1,12,12,-4,12,4,2,-4,-4,-4,-4,430,470
1702,2,1,1,0,-4,0,-4,0,-4,1,4,1982,17900,1,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
1703,2,2,3,1,0,1,0,0,-4,2,7,1980,305200,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
1704,4,2,2,0,-4,0,-4,0,-4,1,7,1982,305200,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1705,5,4,5,1,20,1,0,0,-4,2,11,1981,5050,4,1,10,9,-4,9,4,-4,-4,-4,-4,-4,-4,-4
1706,2,2,3,1,7,0,-4,0,-4,2,12,1984,5050,4,1,-3,9,-4,9,4,-4,-4,-4,-4,-4,-4,-4
1707,3,3,2,0,-4,1,0,0,-4,1,10,1980,-4,1,1,13,12,13,12,1,-4,-4,-4,-4,-4,-4,-4
1708,4,2,2,0,-4,0,-4,0,-4,1,8,1982,1000,4,1,12,13,-4,13,4,-4,-4,-4,-4,-4,-4,-4
1709,3,2,3,0,-4,1,2,0,-4,2,5,1980,207500,2,1,20,13,15,13,4,3,-4,-4,-4,-4,-4,-4
1710,4,2,3,1,10,1,0,1,0,1,3,1983,207500,3,1,15,12,15,13,4,-4,-4,-4,-4,-4,-4,-4
1711,3,1,2,1,0,0,-4,0,-4,1,1,1980,-4,2,1,12,12,13,12,4,2,-4,-4,-4,-4,-4,-4
1712,3,2,2,0,-4,0,-4,0,-4,2,1,1983,-4,1,1,13,12,13,12,4,-4,-4,-4,-4,-4,-4,-4
1713,1,1,1,0,-4,0,-4,0,-4,2,12,1984,114000,1,1,13,16,13,16,4,-4,-4,-4,-4,-4,-4,-4
1714,-3,-3,-3,-3,-4,-3,-4,-3,-4,1,10,1983,5250,2,1,-3,2,6,2,2,-4,-4,-4,-4,-4,-4,-4
1715,2,2,-2,1,0,1,0,0,-4,1,2,1981,12750,4,1,-3,12,-4,12,4,2,-4,-4,-4,-4,-4,-4
1716,3,1,3,0,-4,0,-4,0,-4,2,2,1982,12750,4,1,-3,12,-4,12,4,3,-4,-4,-4,-4,-4,-4
1717,1,1,-2,0,-4,0,-4,0,-4,2,12,1984,12750,4,1,-3,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
1718,1,1,1,0,-4,0,-4,0,-4,2,4,1981,-3,4,1,-4,-3,-4,-3,2,3,-4,-4,-4,-4,-4,-4
1719,1,1,1,0,-4,0,-4,0,-4,2,1,1983,-3,4,1,2,-3,-4,-3,2,2,-4,-4,-4,-4,-4,-4
1720,4,1,3,0,-4,0,-4,0,-4,1,10,1981,8750,2,1,10,11,12,11,4,2,-4,-4,-4,-4,-4,-4
1721,3,2,2,1,1,0,-4,0,-4,1,9,1980,2500,4,1,-3,7,-4,7,2,2,-4,-4,-4,-4,-4,-4
1722,3,2,2,1,30,1,25,1,1,1,3,1981,-2600,1,1,8,7,8,7,2,-4,-4,-4,-4,-4,-4,-4
1723,1,1,-2,0,-4,0,-4,0,-4,2,6,1981,-4,10,1,-3,-3,-4,-4,2,-4,-4,-4,-4,-4,-4,-4
1724,2,2,4,0,-4,0,-4,0,-4,1,3,1981,-3,2,1,-3,2,7,2,2,-4,-4,-4,-4,-4,-4,-4
1725,3,1,1,0,-4,0,-4,0,-4,1,3,1980,5150,1,1,9,10,9,10,2,0,-4,-4,-4,-4,-4,-4
1726,-2,-2,-2,1,0,0,-4,0,-4,1,1,1982,5150,1,1,9,10,9,10,2,-4,-4,-4,-4,-4,-4,-4
1727,1,1,1,1,2,0,-4,0,-4,1,6,1982,5950,7,1,12,10,-4,9,2,-4,-4,-4,-4,-4,-4,-4
1728,3,2,3,0,-4,0,-4,0,-4,2,4,1983,-3,4,1,-3,-3,-4,-3,2,-4,-4,-4,-4,-4,-4,-4
1729,2,1,-2,0,-4,0,-4,0,-4,1,12,1984,-3,4,1,-3,-3,-4,-3,2,-4,-4,-4,-4,-4,-4,-4
1730,3,3,3,1,30,1,5,0,-4,2,11,1981,7000,2,1,-3,12,15,12,4,1,-4,-4,-4,-4,-4,-4
1731,3,3,5,1,22,1,10,1,1,2,12,1980,13000,4,1,-3,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
1732,1,1,1,0,-4,0,-4,0,-4,1,8,1984,-4,2,1,12,10,7,10,4,2,-4,-4,-4,-4,-4,-4
1733,4,3,4,1,30,1,4,1,23,2,11,1981,-3,1,1,14,9,14,9,4,3,-4,-4,-4,-4,-4,-4
1734,3,1,2,1,14,0,-4,0,-4,1,7,1983,-4,2,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1735,2,2,1,1,15,1,6,1,0,1,3,1980,-3,2,1,12,14,14,14,4,2,-4,-4,-4,-4,-4,-4
1736,3,1,3,1,0,0,-4,1,0,2,7,1983,-3,2,1,12,14,14,14,4,3,24,24,23,25,-4,-4
1737,3,2,2,1,0,1,0,0,-4,1,10,1981,78600,2,1,11,14,12,14,4,-4,-4,-4,-4,-4,-4,-4
1738,2,2,2,0,-4,0,-4,0,-4,1,10,1981,78600,2,1,11,14,12,14,4,-4,-4,-4,-4,-4,-4,-4
1739,4,1,1,1,2,1,3,0,-4,2,10,1982,25350,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1740,1,-2,1,1,0,0,-4,0,-4,1,10,1983,46500,5,1,12,10,12,-4,4,-4,-4,-4,-4,-4,-4,-4
1741,1,-2,1,0,-4,0,-4,0,-4,1,11,1984,46500,5,1,12,10,12,-4,4,-4,-4,-4,-4,-4,-4,-4
1742,1,2,1,0,-4,0,-4,0,-4,2,10,1982,-3,1,1,12,15,12,15,4,-4,-4,-4,-4,-4,-4,-4
1743,1,1,1,0,-4,0,-4,0,-4,2,10,1982,-3,1,1,12,15,12,15,4,-4,-4,-4,-4,-4,-4,-4
1744,1,1,1,0,-4,0,-4,0,-4,1,11,1983,74300,1,1,13,12,13,12,4,-4,-4,-4,-4,-4,-4,-4
1745,1,1,1,0,-4,0,-4,0,-4,2,5,1984,-4,4,1,-4,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
1746,4,2,2,1,0,0,-4,0,-4,1,10,1982,187500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1747,5,4,5,0,-4,1,0,1,0,2,9,1982,18872,1,1,10,12,10,12,4,-4,-4,-4,-4,-4,-4,-4
1748,3,2,3,1,0,1,1,1,0,1,11,1982,850,4,1,16,15,-4,15,2,-4,-4,-4,-4,-4,-4,-4
1749,3,5,1,-1,-4,-1,-4,-1,-4,2,12,1982,-4,5,1,16,-4,16,-4,4,-4,-4,-4,-4,-4,-4,-4
1750,5,3,5,1,30,1,2,1,16,2,3,1981,6750,4,1,12,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
1751,3,3,4,0,-4,0,-4,0,-4,2,4,1981,13000,2,1,15,12,14,12,4,-4,-4,-4,-4,-4,-4,-4
1752,3,1,2,0,-4,0,-4,0,-4,2,6,1983,240000,1,1,19,16,19,16,4,3,-4,-4,-4,-4,580,540
1753,3,2,3,0,-4,0,-4,0,-4,1,1,1980,-3,4,1,18,18,-4,18,4,3,-4,-4,-4,-4,-4,-4
1754,4,3,3,-2,-4,-2,-4,-2,-4,2,2,1981,-3,1,1,16,15,16,15,4,-4,-4,-4,-4,-4,-4,-4
1755,2,2,3,1,0,0,-4,0,-4,1,6,1980,-3,1,1,14,16,14,16,4,4,30,29,33,27,640,720
1756,2,4,2,0,-4,1,1,0,-4,2,10,1980,114200,1,1,16,16,16,16,4,-3,-4,-4,-4,-4,-4,-4
1757,1,1,1,0,-4,0,-4,0,-4,1,3,1983,114200,1,1,16,16,16,16,4,2,-4,-4,-4,-4,570,650
1758,3,4,3,1,29,1,6,1,7,1,9,1981,228200,2,1,15,20,16,20,4,3,-4,-4,-4,-4,470,440
1759,2,2,3,1,0,1,0,1,0,1,9,1983,23000,4,1,16,16,-4,16,4,3,-4,-4,-4,-4,-4,-4
1760,4,-2,3,1,0,0,-4,0,-4,2,11,1980,-3,3,1,12,-3,12,12,1,0,-4,-4,-4,-4,-4,-4
1761,4,2,3,1,15,0,-4,0,-4,2,10,1981,-4,3,1,12,-3,12,12,1,-4,-4,-4,-4,-4,-4,-4
1762,3,2,3,1,25,0,-4,0,-4,1,10,1981,-4,3,1,12,-3,12,12,1,1,-4,-4,-4,-4,-4,-4
1763,3,2,4,1,20,0,-4,1,0,1,8,1983,-4,3,1,12,-3,12,12,1,-4,-4,-4,-4,-4,-4,-4
1764,3,3,3,1,30,1,15,1,12,1,8,1980,-3,8,1,-4,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4
1765,2,1,2,1,1,0,-4,1,0,1,2,1983,2273,8,1,-4,12,-4,-4,4,2,15,14,17,12,-4,-4
1766,1,1,1,0,-4,0,-4,0,-4,1,5,1982,-3,1,1,16,9,16,9,4,1,-4,-4,-4,-4,-4,-4
1767,1,1,1,1,0,1,0,0,-4,1,10,1983,-3,9,1,-4,-3,-4,-4,4,0,-4,-4,-4,-4,-4,-4
1768,3,3,4,0,-4,0,-4,0,-4,1,3,1980,-15500,4,1,12,12,-4,12,1,2,-4,-4,-4,-4,-4,-4
1769,5,4,4,0,-4,0,-4,0,-4,2,8,1981,-15500,4,1,12,12,-4,12,1,3,18,18,15,22,-4,-4
1770,4,4,5,0,-4,1,1,1,0,1,5,1981,1750,4,1,14,13,-4,13,2,2,15,10,17,12,360,440
1771,2,2,2,0,-4,1,0,0,-4,1,8,1980,503200,2,1,-4,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
1772,3,3,2,1,0,1,0,0,-4,2,7,1982,55500,1,1,16,14,16,14,4,5,29,25,26,35,-4,-4
1773,2,1,1,0,-4,0,-4,0,-4,2,12,1984,55500,1,1,16,14,16,14,4,5,21,21,23,18,-4,-4
1774,-2,1,-2,0,-4,0,-4,0,-4,2,5,1984,-3,1,1,14,16,14,16,4,3,-4,-4,-4,-4,-4,-4
1775,3,2,2,0,-4,0,-4,0,-4,1,6,1980,-4,1,1,12,12,12,12,4,2,15,14,13,17,-4,-4
1776,4,4,4,1,1,1,2,0,-4,2,2,1980,240651,1,1,12,16,12,16,4,3,22,20,18,27,-4,-4
1777,4,2,3,0,-4,0,-4,0,-4,1,10,1981,38350,1,1,16,14,16,14,4,-4,-4,-4,-4,-4,-4,-4
1778,4,1,1,1,0,1,0,0,-4,1,3,1983,223200,1,1,12,13,12,13,4,3,-4,-4,-4,-4,-4,-4
1779,1,1,1,0,-4,0,-4,0,-4,1,12,1984,223200,1,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
1780,3,2,2,0,-4,0,-4,0,-4,2,2,1983,-3,1,1,12,12,12,12,4,5,23,23,20,24,-4,-4
1781,1,1,1,0,-4,0,-4,0,-4,2,7,1983,185600,1,1,15,16,15,16,2,-3,25,27,18,29,-4,-4
1782,3,2,3,1,30,1,10,1,8,2,11,1980,-4,8,1,12,12,-4,-4,4,-4,-4,-4,-4,-4,-4,-4
1783,4,5,3,1,0,1,3,0,-4,2,4,1981,416500,1,1,14,12,14,12,4,4,17,18,17,19,-4,-4
1784,4,4,3,0,-4,0,-4,0,-4,2,1,1983,122500,1,1,17,12,17,12,4,-3,24,22,19,30,-4,-4
1785,3,2,2,1,30,1,0,1,0,2,7,1983,11500,1,1,11,11,11,11,4,-3,-4,-4,-4,-4,-4,-4
1786,4,3,1,0,-4,0,-4,0,-4,2,9,1980,44000,1,1,14,12,14,12,1,3,14,13,15,14,-4,-4
1787,5,1,3,0,-4,0,-4,0,-4,1,8,1984,44000,1,1,14,12,14,12,1,-4,-4,-4,-4,-4,-4,-4
1788,4,3,3,1,0,1,0,0,-4,1,10,1982,-3,1,1,8,14,8,14,1,-4,-4,-4,-4,-4,-4,-4
1789,2,1,1,0,-4,0,-4,0,-4,2,12,1983,-3,1,1,8,14,8,14,1,1,-4,-4,-4,-4,-4,-4
1790,3,2,4,1,30,1,0,1,5,1,5,1980,41500,2,1,12,12,15,12,1,-4,-4,-4,-4,-4,-4,-4
1791,3,2,4,1,25,0,-4,0,-4,1,1,1982,41500,2,1,12,12,15,12,1,-4,-4,-4,-4,-4,-4,-4
1792,5,5,5,1,30,1,3,1,20,2,9,1980,46500,1,1,10,11,10,11,1,-4,-4,-4,-4,-4,-4,-4
1793,2,2,3,1,1,1,5,0,-4,2,3,1983,-3,1,1,14,17,14,17,1,-4,-4,-4,-4,-4,-4,-4
1794,3,3,3,0,-4,0,-4,0,-4,1,3,1983,-3,1,1,14,17,14,17,1,-4,-4,-4,-4,-4,-4,-4
1795,3,3,4,1,0,1,4,1,25,1,11,1981,-3,4,1,-3,16,-4,16,1,3,20,17,20,19,-4,-4
1796,4,5,4,0,-4,1,1,0,-4,2,11,1981,-3,4,1,12,9,-4,9,4,-4,-4,-4,-4,-4,-4,-4
1797,1,1,1,0,-4,0,-4,0,-4,1,8,1983,342501,1,1,14,14,14,14,4,3,19,18,17,17,-4,-4
1798,3,3,3,1,1,1,0,0,-4,2,7,1983,16605,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
1799,1,1,1,0,-4,0,-4,0,-4,1,8,1984,16605,1,1,12,12,12,12,4,4,20,17,19,18,-4,-4
1800,3,1,2,1,30,0,-4,0,-4,2,5,1981,-3,2,1,-3,10,13,10,4,-4,-4,-4,-4,-4,-4,-4
1801,3,2,3,0,-4,0,-4,0,-4,2,8,1980,-4,1,1,15,12,15,12,4,-3,-4,-4,-4,-4,-4,-4
1802,1,1,1,0,-4,0,-4,0,-4,1,9,1983,265500,1,1,16,12,16,12,4,-4,-4,-4,-4,-4,-4,-4
1803,3,2,3,0,-4,0,-4,0,-4,1,11,1980,-4,1,1,11,12,11,12,4,-4,-4,-4,-4,-4,-4,-4
1804,2,1,1,0,-4,1,1,0,-4,2,4,1983,-3,1,1,12,12,12,12,4,4,21,23,18,23,-4,-4
1805,2,1,1,0,-4,0,-4,0,-4,1,2,1984,28750,3,1,18,12,18,14,1,-4,-4,-4,-4,-4,-4,-4
1806,1,1,1,0,-4,0,-4,0,-4,2,3,1984,322001,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1807,4,3,3,1,1,1,1,1,1,1,7,1981,12600,4,1,13,13,-4,13,4,2,-4,-4,-4,-4,-4,-4
1808,4,4,2,1,1,0,-4,0,-4,1,3,1984,132001,4,1,-3,13,-4,13,4,3,15,17,16,11,-4,-4
1809,1,1,1,0,-4,0,-4,0,-4,1,11,1981,11000,1,1,16,16,16,16,4,4,23,23,26,21,-4,-4
1810,1,1,-2,0,-4,0,-4,0,-4,1,7,1983,11000,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
1811,1,1,-2,0,-4,0,-4,0,-4,1,10,1984,11000,1,1,16,16,16,16,4,3,19,19,21,17,-4,-4
1812,1,1,1,0,-4,0,-4,0,-4,2,8,1983,97000,1,1,13,20,13,20,4,4,24,24,24,27,-4,-4
1813,4,5,2,0,-4,1,0,0,-4,1,6,1981,56000,2,1,12,12,15,12,4,2,-4,-4,-4,-4,-4,-4
1814,5,3,3,1,0,0,-4,0,-4,2,4,1983,56000,2,1,12,12,15,12,4,2,-4,-4,-4,-4,-4,-4
1815,3,4,2,1,0,1,1,0,-4,1,8,1980,80750,1,1,16,14,16,14,4,3,18,17,18,15,-4,-4
1816,4,3,3,0,-4,0,-4,0,-4,1,8,1980,80750,1,1,16,14,16,14,2,2,15,13,17,12,-4,-4
1817,3,3,3,0,-4,0,-4,0,-4,1,4,1983,-3,1,1,16,16,16,16,4,3,18,15,18,16,-4,-4
1818,4,2,3,0,-4,0,-4,0,-4,2,3,1983,16250,1,1,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
1819,3,3,3,1,2,1,1,0,-4,1,7,1981,54750,4,1,15,12,-4,12,4,1,-4,-4,-4,-4,-4,-4
1820,2,2,4,0,-4,0,-4,0,-4,1,4,1981,531500,4,1,19,16,-4,16,4,3,-4,-4,-4,-4,480,530
1821,4,3,4,1,5,1,4,1,3,2,12,1980,12900,5,1,16,14,16,-4,4,4,24,26,22,26,550,530
1822,3,4,3,1,4,1,5,1,2,2,12,1980,12900,5,1,16,14,16,-4,4,3,25,24,24,28,560,490
1823,1,1,1,0,-4,0,-4,0,-4,1,1,1984,66470,4,1,16,12,-4,12,4,-3,19,14,18,23,-4,-4
1824,1,1,1,0,-4,0,-4,0,-4,2,12,1982,98000,1,1,18,16,18,16,4,4,24,24,23,23,-4,-4
1825,2,1,1,0,-4,0,-4,0,-4,1,6,1984,409500,1,1,12,12,12,12,4,4,24,28,24,24,-4,-4
1826,1,1,1,0,-4,0,-4,0,-4,1,10,1981,-3,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
1827,2,1,1,1,30,1,5,1,0,1,1,1982,144000,1,1,16,12,16,12,4,2,-4,-4,-4,-4,-4,-4
1828,2,1,1,1,4,1,6,0,-4,1,7,1983,144000,1,1,16,12,16,12,4,1,-4,-4,-4,-4,-4,-4
1829,2,1,1,1,0,0,-4,0,-4,2,3,1983,263000,1,1,20,20,20,20,4,3,-4,-4,-4,-4,-4,-4
1830,4,4,1,0,-4,0,-4,0,-4,1,11,1980,234750,3,1,20,12,20,18,4,3,18,16,20,17,-4,-4
1831,1,1,1,0,-4,0,-4,0,-4,1,9,1983,600000,2,1,12,14,20,14,4,-4,-4,-4,-4,-4,-4,-4
1832,1,1,1,0,-4,0,-4,0,-4,1,12,1984,-44750,4,1,14,16,-4,16,4,-4,-4,-4,-4,-4,-4,-4
1833,3,1,2,0,-4,0,-4,0,-4,2,10,1983,67650,1,1,10,9,10,9,4,2,-4,-4,-4,-4,-4,-4
1834,1,1,1,1,0,1,5,0,-4,1,12,1983,386100,1,1,12,13,12,13,4,2,-4,-4,-4,-4,-4,-4
1835,4,4,3,1,2,1,2,1,0,2,10,1981,-4,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1836,3,2,3,0,-4,0,-4,0,-4,1,7,1982,305001,6,1,-4,-4,-4,16,4,4,29,24,33,32,610,680
1837,4,4,3,0,-4,1,0,0,-4,2,3,1981,295750,1,1,18,20,18,20,4,10,26,26,23,29,570,510
1838,4,3,3,0,-4,0,-4,0,-4,1,5,1981,600000,6,1,-4,-4,17,18,4,5,28,-3,-3,-3,600,660
1839,2,2,3,1,0,0,-4,0,-4,2,8,1980,26750,1,1,18,18,18,18,1,4,-4,-4,-4,-4,-4,-4
1840,1,1,1,1,0,1,0,0,-4,2,11,1982,26750,1,1,18,18,18,18,1,4,26,30,25,28,-4,-4
1841,4,2,2,0,-4,0,-4,0,-4,2,11,1984,26750,1,1,18,18,18,18,1,4,17,19,16,18,-4,-4
1842,1,1,2,1,4,1,0,1,3,1,10,1984,1750,4,1,11,10,-4,10,1,0,-4,-4,-4,-4,-4,-4
1843,3,2,2,1,30,1,20,0,-4,1,5,1982,-4,1,1,11,10,11,10,4,-3,-4,-4,-4,-4,-4,-4
1844,3,1,1,0,-4,0,-4,0,-4,2,8,1983,-4,1,1,11,10,11,10,4,4,15,14,15,13,-4,-4
1845,3,3,4,0,-4,0,-4,0,-4,1,5,1983,-3250,4,1,12,11,-4,11,1,-4,-4,-4,-4,-4,-4,-4
1846,1,1,1,0,-4,0,-4,0,-4,2,11,1984,-3250,4,1,12,11,-4,11,1,-4,-4,-4,-4,-4,-4,-4
1847,1,1,1,0,-4,0,-4,0,-4,1,5,1983,1900,4,1,20,16,-4,16,1,2,-4,-4,-4,-4,-4,-4
1848,3,2,4,0,-4,1,0,1,0,2,5,1980,85800,4,1,12,12,-4,12,3,3,-4,-4,-4,-4,-4,-4
1849,5,5,4,0,-4,1,0,1,0,1,2,1980,48200,4,1,16,12,-4,12,1,3,-4,-4,-4,-4,-4,-4
