"R0000100","R0070400","R0070500","R0071000","R0357900","R0358100","R0358300","R0358500","R0358900","R0359100","R0536300","R0536401","R0536402","R1204700","R1205300","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
5015,1,1,2,1,1,1,1,0,-4,2,10,1983,250,4,1,13,14,-4,14,4,-3,-4,-4,-4,-4,-4,-4
5016,3,2,3,1,0,0,-4,0,-4,2,5,1981,25000,4,1,12,14,-4,14,4,82,-4,-4,-4,-4,-4,-4
5017,2,1,3,0,-4,0,-4,0,-4,2,12,1981,59825,1,1,12,14,12,14,4,-3,-4,-4,-4,-4,780,620
5018,2,1,1,0,-4,0,-4,0,-4,2,10,1984,59825,1,1,12,14,12,14,4,83,-4,-4,-4,-4,-4,-4
5019,3,2,3,0,-4,1,0,0,-4,1,9,1981,49750,1,1,17,12,17,12,4,-4,-4,-4,-4,-4,-4,-4
5020,2,2,2,0,-4,0,-4,1,0,1,9,1981,122250,1,1,12,13,12,13,2,79,-4,-4,-4,-4,-4,-4
5021,3,1,-2,0,-4,1,0,0,-4,2,1,1983,25450,4,1,14,12,-4,12,4,92,-4,-4,-4,-4,-4,-4
5022,1,1,1,0,-4,0,-4,0,-4,2,10,1983,600000,2,1,9,12,12,12,4,86,-4,-4,-4,-4,-4,-4
5023,4,3,2,0,-4,0,-4,0,-4,1,11,1982,1090,4,1,10,12,-4,12,4,49,-4,-4,-4,-4,-4,-4
5024,2,1,3,1,0,1,0,1,0,2,6,1982,137750,1,1,13,16,13,16,4,-3,23,21,22,26,600,470
5025,3,1,2,1,0,0,-4,0,-4,2,11,1983,137750,1,1,13,16,13,16,4,-3,-4,-4,-4,-4,480,490
5026,2,2,2,0,-4,0,-4,0,-4,1,12,1983,89800,1,1,14,12,14,12,2,81,-4,-4,-4,-4,-4,-4
5027,2,1,1,0,-4,0,-4,0,-4,2,12,1980,-3,1,1,12,10,12,10,4,2,17,17,18,15,-4,-4
5028,3,3,2,1,0,0,-4,0,-4,1,9,1981,14750,1,1,14,14,14,14,4,3,-4,-4,-4,-4,-4,-4
5029,1,1,1,0,-4,0,-4,0,-4,1,3,1983,14750,1,1,14,14,14,14,4,2,-4,-4,-4,-4,-4,-4
5030,2,1,1,0,-4,1,0,0,-4,1,3,1983,324500,1,1,12,16,12,16,4,4,27,28,25,30,-4,-4
5031,3,2,1,0,-4,0,-4,0,-4,1,7,1981,182750,1,1,12,14,12,14,4,4,24,27,24,21,-4,-4
5032,4,4,4,0,-4,1,0,0,-4,2,9,1980,28750,4,1,12,14,-4,14,4,2,-4,-4,-4,-4,-4,-4
5033,1,1,1,1,0,0,-4,0,-4,1,3,1982,28750,4,1,12,14,-4,14,4,3,11,6,11,12,-4,-4
5034,4,3,2,0,-4,0,-4,0,-4,1,2,1982,-3,4,1,17,14,-4,14,4,-4,-4,-4,-4,-4,-4,-4
5035,3,5,4,0,-4,1,2,1,0,2,11,1980,-3,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5036,4,1,2,0,-4,0,-4,0,-4,1,10,1980,-4,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5037,3,3,3,1,7,1,1,0,-4,1,12,1981,157500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5038,1,2,2,1,30,1,5,1,0,1,3,1981,9650,4,1,10,12,-4,12,4,1,-4,-4,-4,-4,-4,-4
5039,2,2,2,1,3,1,0,1,0,2,11,1982,9650,4,1,10,12,-4,12,4,1,-4,-4,-4,-4,-4,-4
5040,4,2,2,0,-4,0,-4,0,-4,2,8,1982,206750,1,1,14,17,14,17,4,-4,-4,-4,-4,-4,-4,-4
5041,1,1,1,0,-4,1,0,0,-4,1,7,1984,143000,1,1,13,18,13,18,4,2,18,15,13,25,-4,-4
5042,3,4,3,0,-4,0,-4,0,-4,1,6,1980,488500,1,1,20,16,20,16,4,3,28,27,30,31,-4,-4
5043,2,1,1,0,-4,0,-4,0,-4,2,7,1984,488500,1,1,20,16,20,16,2,4,26,29,20,29,-4,-4
5044,4,2,3,0,-4,1,2,1,10,1,1,1981,-4,7,1,12,9,20,20,4,3,-4,-4,-4,-4,-4,-4
5045,4,5,5,0,-4,1,0,0,-4,1,2,1981,600000,1,1,20,20,20,20,4,3,33,35,31,35,750,720
5046,1,1,1,1,0,1,1,0,-4,2,8,1980,-3,6,1,-3,-3,12,12,4,3,-4,-4,-4,-4,-4,-4
5047,4,3,3,1,0,1,0,0,-4,1,10,1981,-3,6,1,-3,-3,12,12,4,-4,-4,-4,-4,-4,-4,-4
5048,5,1,3,1,3,0,-4,0,-4,2,9,1982,-3,6,1,-3,-3,12,12,4,-4,-4,-4,-4,-4,-4,-4
5049,4,3,4,1,0,0,-4,0,-4,2,6,1983,-3,1,1,10,12,10,12,2,1,17,19,9,20,-4,-4
5050,1,1,1,0,-4,0,-4,0,-4,1,7,1984,-3500,4,1,19,8,-4,8,2,1,-4,-4,-4,-4,-4,-4
5051,1,1,1,0,-4,0,-4,0,-4,2,7,1981,28500,1,1,17,14,17,14,4,3,-4,-4,-4,-4,-4,-4
5052,1,1,2,1,0,1,0,0,-4,1,4,1983,-4,2,1,14,18,16,18,4,2,16,13,17,16,-4,-4
5053,2,1,1,1,0,1,0,0,-4,1,10,1981,173000,1,1,14,12,14,12,4,3,26,23,24,29,-4,-4
5054,4,3,3,1,30,1,2,1,0,2,9,1980,133750,1,1,14,12,14,12,4,3,22,23,22,19,-4,-4
5055,1,1,1,1,0,1,0,1,0,1,4,1983,-10845,2,1,12,16,12,16,4,2,-4,-4,-4,-4,-4,-4
5056,4,3,3,1,30,1,0,0,-4,1,1,1980,-3,1,1,12,12,12,12,4,-3,-4,-4,-4,-4,-4,-4
5057,2,2,5,0,-4,0,-4,0,-4,2,10,1982,-3,1,1,17,13,17,13,1,-4,-4,-4,-4,-4,-4,-4
5058,3,2,1,1,0,0,-4,0,-4,1,9,1980,154000,1,1,16,12,16,12,4,-3,-4,-4,-4,-4,-4,-4
5059,3,2,2,1,20,1,0,0,-4,1,5,1982,4750,2,1,11,12,10,12,4,-4,-4,-4,-4,-4,-4,-4
5060,4,3,2,0,-4,0,-4,0,-4,2,11,1981,136000,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5061,2,1,2,1,30,1,2,0,-4,1,10,1980,4750,4,1,-3,10,-4,10,4,-3,-4,-4,-4,-4,-4,-4
5062,1,1,5,1,2,1,1,1,0,1,12,1984,31050,2,1,12,14,13,14,1,-4,-4,-4,-4,-4,-4,-4
5063,4,3,4,1,29,1,2,1,25,1,2,1983,64600,2,1,-4,14,12,14,4,2,-4,-4,-4,-4,-4,-4
5064,5,4,4,1,10,1,0,1,5,1,8,1983,68650,1,1,12,14,12,14,4,2,15,15,15,13,-4,-4
5065,4,5,4,1,7,1,1,0,-4,1,9,1980,28500,1,1,11,11,11,11,4,-3,-4,-4,-4,-4,-4,-4
5066,3,1,1,1,0,0,-4,0,-4,1,5,1983,28500,1,1,11,11,11,11,4,-4,-4,-4,-4,-4,-4,-4
5067,1,1,1,1,0,1,0,0,-4,1,6,1984,13750,4,1,11,10,-4,10,4,2,19,15,18,20,-4,-4
5068,3,3,2,0,-4,0,-4,0,-4,2,10,1982,59500,1,1,16,14,16,14,1,3,17,18,14,17,-4,-4
5069,4,1,1,0,-4,0,-4,0,-4,2,9,1984,59500,1,1,16,14,16,14,1,3,19,16,16,21,-4,-4
5070,1,1,1,0,-4,1,0,0,-4,1,11,1984,-3,1,1,9,10,9,10,2,1,-4,-4,-4,-4,-4,-4
5071,3,4,2,1,0,1,1,1,0,1,9,1982,26600,2,1,8,13,12,13,4,-3,-4,-4,-4,-4,-4,-4
5072,3,2,3,1,30,1,1,1,-1,2,11,1981,-3,1,1,11,12,11,12,2,1,-4,-4,-4,-4,-4,-4
5073,3,2,2,1,0,0,-4,0,-4,2,2,1982,36150,1,1,12,13,12,13,4,-3,-4,-4,-4,-4,-4,-4
5074,2,1,1,1,0,0,-4,0,-4,1,11,1982,-4,1,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
5075,1,1,2,0,-4,0,-4,0,-4,2,9,1983,191000,3,1,12,12,12,14,4,4,-4,-4,-4,-4,690,790
5076,4,2,4,1,30,1,0,0,-4,1,10,1980,-4,3,1,7,-3,7,12,4,-3,-4,-4,-4,-4,-4,-4
5077,2,1,1,0,-4,0,-4,0,-4,1,4,1983,109500,2,1,12,16,12,16,4,2,-4,-4,-4,-4,-4,-4
5078,1,1,1,0,-4,0,-4,0,-4,2,11,1982,34050,1,1,12,11,12,11,4,3,-4,-4,-4,-4,380,370
5079,2,2,3,1,30,1,2,1,0,2,7,1980,31900,2,1,9,8,12,8,4,-3,-4,-4,-4,-4,-4,-4
5080,3,1,1,1,0,0,-4,0,-4,1,12,1980,123000,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5081,5,3,3,0,-4,0,-4,0,-4,1,6,1983,123000,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5082,4,3,5,0,-4,1,2,0,-4,2,1,1980,168600,1,1,19,12,19,12,4,3,-4,-4,-4,-4,-4,-4
5083,3,2,2,1,0,0,-4,0,-4,2,11,1981,-4,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5084,2,2,2,1,0,1,0,0,-4,1,6,1982,123500,1,1,16,12,16,12,4,3,-4,-4,-4,-4,480,540
5085,2,2,1,0,-4,0,-4,0,-4,2,2,1984,123500,1,1,16,12,16,12,4,2,-4,-4,-4,-4,-4,-4
5086,4,3,3,1,0,0,-4,0,-4,2,4,1982,57000,1,1,10,10,10,10,4,4,-4,-4,-4,-4,530,520
5087,4,5,5,0,-4,0,-4,0,-4,2,4,1981,200500,1,1,16,14,16,14,4,2,-4,-4,-4,-4,-4,-4
5088,2,1,1,0,-4,0,-4,0,-4,1,7,1981,57800,1,1,11,8,11,8,4,4,-4,-4,-4,-4,630,600
5089,1,1,1,0,-4,0,-4,0,-4,2,5,1984,57800,1,1,11,8,11,8,4,3,-4,-4,-4,-4,-4,-4
5090,1,1,1,1,0,1,0,0,-4,1,4,1982,203500,1,1,18,16,18,16,4,3,-4,-4,-4,-4,380,470
5091,2,1,1,0,-4,0,-4,0,-4,2,11,1984,203500,1,1,18,16,18,16,4,4,-4,-4,-4,-4,600,680
5092,4,4,4,1,30,1,28,1,0,2,10,1980,74500,3,1,14,18,14,14,4,-4,-4,-4,-4,-4,-4,-4
5093,5,4,4,1,0,1,0,1,0,1,12,1983,31250,5,1,12,12,12,-4,4,-3,-4,-4,-4,-4,-4,-4
5094,4,4,4,1,0,1,0,1,0,1,1,1980,-4,1,1,16,16,16,16,4,2,-4,-4,-4,-4,-4,-4
5095,1,1,1,0,-4,0,-4,0,-4,2,3,1984,108001,1,1,12,12,12,12,4,3,-4,-4,-4,-4,440,480
5096,3,4,2,0,-4,0,-4,0,-4,2,11,1983,-3,1,1,12,12,12,12,4,4,-4,-4,-4,-4,380,500
5097,2,4,1,0,-4,0,-4,0,-4,2,10,1983,-3,9,1,12,12,-4,-4,4,-4,-4,-4,-4,-4,-4,-4
5098,1,1,1,0,-4,0,-4,0,-4,2,1,1983,150500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5099,3,3,3,0,-4,1,0,0,-4,2,1,1981,62500,1,1,10,12,10,12,4,2,-4,-4,-4,-4,-4,-4
5100,1,1,1,0,-4,0,-4,0,-4,1,10,1982,576500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5101,3,2,3,0,-4,0,-4,0,-4,2,5,1981,-3,1,1,19,16,19,16,4,4,-4,-4,-4,-4,620,600
5102,5,5,5,1,0,1,0,1,0,1,5,1980,253251,1,1,15,11,15,11,2,2,-4,-4,-4,-4,-4,-4
5103,3,3,2,1,30,1,0,0,-4,1,10,1980,-3,2,1,12,15,12,15,4,1,-4,-4,-4,-4,-4,-4
5104,1,2,2,1,30,1,0,0,-4,2,1,1984,-3,2,1,12,15,12,15,4,-3,-4,-4,-4,-4,-4,-4
5105,3,2,3,1,0,1,0,0,-4,1,7,1982,20550,1,1,9,12,9,12,4,-4,-4,-4,-4,-4,-4,-4
5106,4,3,3,1,0,1,0,0,-4,1,3,1981,97000,1,1,12,12,12,12,4,3,-4,-4,-4,-4,320,580
5107,2,2,1,0,-4,0,-4,0,-4,1,2,1984,97000,1,1,12,14,12,14,4,-4,-4,-4,-4,-4,-4,-4
5108,1,1,1,0,-4,0,-4,0,-4,1,2,1982,267600,1,1,14,12,14,12,4,3,-4,-4,-4,-4,550,490
5109,4,2,2,1,0,1,5,1,0,1,1,1980,40750,1,1,15,12,15,12,4,-3,-4,-4,-4,-4,-4,-4
5110,3,1,1,1,0,0,-4,0,-4,1,8,1984,37000,1,1,10,12,10,12,4,-4,-4,-4,-4,-4,-4,-4
5111,4,4,2,1,0,1,0,1,0,2,11,1980,-1000,3,1,14,14,14,14,4,4,-4,-4,-4,-4,450,490
5112,3,1,1,0,-4,0,-4,0,-4,1,3,1984,-1000,3,1,14,14,14,14,4,-4,-4,-4,-4,-4,-4,-4
5113,4,3,4,1,0,1,0,0,-4,2,8,1984,13865,3,1,11,12,11,13,4,-4,-4,-4,-4,-4,-4,-4
5114,2,2,2,0,-4,1,1,0,-4,2,5,1981,201000,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5115,4,4,4,1,15,1,0,1,0,2,10,1981,43250,3,1,14,14,14,12,4,3,24,24,18,31,-4,-4
5116,4,3,4,1,30,1,1,1,0,1,2,1981,77400,1,1,12,12,12,12,4,-3,-4,-4,-4,-4,-4,-4
5117,4,2,4,1,20,1,0,0,-4,1,3,1982,25465,2,1,9,14,14,14,4,-4,-4,-4,-4,-4,-4,-4
5118,3,2,1,1,1,0,-4,0,-4,2,5,1982,77500,2,1,12,12,12,12,4,3,-4,-4,-4,-4,630,470
5119,4,2,2,1,12,0,-4,0,-4,1,4,1984,94600,1,1,14,13,14,13,4,-4,-4,-4,-4,-4,-4,-4
5120,5,5,5,1,30,1,7,1,30,1,4,1981,38880,5,1,11,11,11,-4,2,-4,-4,-4,-4,-4,-4,-4
5121,2,1,2,0,-4,0,-4,0,-4,1,10,1983,89500,9,1,16,14,-4,-4,4,-4,-4,-4,-4,-4,-4,-4
5122,2,1,1,0,-4,1,0,0,-4,1,9,1983,-3000,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5123,2,2,3,1,3,1,1,1,1,2,9,1981,363002,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5124,2,1,1,1,0,0,-4,0,-4,1,9,1981,63501,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
5125,1,1,1,0,-4,0,-4,0,-4,2,12,1983,63501,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
5126,1,1,1,1,0,1,0,0,-4,2,4,1984,12500,1,1,13,12,13,12,1,1,-4,-4,-4,-4,-4,-4
5127,1,4,2,0,-4,1,0,0,-4,1,10,1980,11550,5,1,12,12,12,-4,1,-4,-4,-4,-4,-4,-4,-4
5128,2,1,4,1,0,1,0,0,-4,2,8,1983,600000,1,1,12,14,12,14,4,3,15,16,20,20,-4,-4
5129,1,1,1,0,-4,0,-4,0,-4,2,7,1984,20000,2,1,18,12,13,12,4,-3,-4,-4,-4,-4,-4,-4
5130,3,2,1,1,0,1,0,0,-4,2,8,1981,-4,1,1,14,12,14,12,4,4,27,33,22,28,-4,-4
5131,2,2,1,1,0,1,5,0,-4,2,5,1983,207500,5,1,13,13,13,-4,4,4,24,23,22,27,-4,-4
5132,1,2,1,0,-4,0,-4,0,-4,1,3,1980,600000,1,1,12,14,12,14,4,3,21,19,21,24,-4,-4
5133,2,3,2,0,-4,0,-4,0,-4,1,6,1982,600000,1,1,12,14,12,14,4,3,-4,-4,-4,-4,-4,-4
5134,1,1,1,0,-4,1,0,0,-4,1,8,1984,32075,1,1,16,14,16,14,4,-4,-4,-4,-4,-4,-4,-4
5135,2,1,1,0,-4,0,-4,0,-4,1,9,1982,58500,1,1,12,13,12,13,4,85,13,9,18,12,-4,-4
5136,3,2,1,0,-4,0,-4,0,-4,1,4,1983,47500,2,1,-4,15,12,15,1,3,-4,-4,-4,-4,-4,-4
5137,4,4,3,1,0,1,1,0,-4,2,12,1980,131001,2,1,-4,12,20,12,4,3,17,19,17,15,-4,-4
5138,3,4,2,0,-4,0,-4,0,-4,2,2,1982,131001,2,1,-4,12,20,12,4,3,-4,-4,-4,-4,-4,-4
5139,2,1,3,1,30,1,1,1,1,1,1,1981,18500,1,1,13,12,13,12,2,2,-4,-4,-4,-4,-4,-4
5140,2,1,2,0,-4,0,-4,0,-4,2,9,1984,18500,1,1,13,12,13,12,2,3,-4,-4,-4,-4,-4,-4
5141,2,1,2,1,2,1,1,0,-4,2,11,1983,21100,3,1,13,12,13,12,4,-4,-4,-4,-4,-4,-4,-4
5142,1,1,1,0,-4,0,-4,0,-4,1,7,1982,117000,1,1,17,16,17,16,4,3,-4,-4,-4,-4,-4,-4
5143,1,1,1,0,-4,0,-4,0,-4,2,11,1984,117000,1,1,17,16,17,16,4,-4,-4,-4,-4,-4,-4,-4
5144,3,1,2,0,-4,0,-4,0,-4,1,5,1982,51250,4,1,12,14,-4,14,4,3,21,15,23,21,-4,-4
5145,2,1,1,0,-4,1,0,0,-4,1,7,1982,56301,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5146,2,4,1,0,-4,0,-4,0,-4,2,6,1980,117325,1,1,20,16,20,16,4,4,33,34,30,36,710,720
5147,1,1,1,0,-4,0,-4,0,-4,1,10,1983,117325,1,1,20,16,20,16,4,4,-4,-4,-4,-4,-4,-4
5148,5,4,3,1,0,0,-4,0,-4,1,8,1981,42750,5,1,14,16,14,-4,4,3,17,15,16,17,-4,-4
5149,4,3,3,1,25,0,-4,1,0,2,6,1981,51500,1,1,12,12,12,12,4,1,-4,-4,-4,-4,-4,-4
5150,3,2,2,0,-4,1,3,0,-4,1,10,1983,77101,1,1,14,12,14,12,4,3,-4,-4,-4,-4,-4,-4
5151,1,1,1,0,-4,0,-4,0,-4,2,12,1984,-4,1,1,14,12,14,12,4,4,-4,-4,-4,-4,-4,-4
5152,4,3,3,0,-4,0,-4,0,-4,2,11,1981,21500,1,1,14,12,14,12,1,-4,-4,-4,-4,-4,-4,-4
5153,2,3,3,0,-4,0,-4,0,-4,1,11,1982,21500,1,1,14,12,14,12,1,1,-4,-4,-4,-4,-4,-4
5154,4,4,4,1,0,1,0,0,-4,2,9,1981,232500,1,1,16,15,16,15,4,3,29,28,26,32,-4,-4
5155,1,1,1,0,-4,1,0,0,-4,1,2,1983,232500,1,1,16,15,16,15,4,2,20,16,17,26,-4,-4
5156,1,1,1,0,-4,0,-4,0,-4,1,9,1984,232500,1,1,16,15,16,15,4,2,-4,-4,-4,-4,-4,-4
5157,2,1,5,0,-4,0,-4,0,-4,1,10,1981,111600,1,1,16,13,16,13,4,-4,-4,-4,-4,-4,-4,-4
5158,3,2,2,1,16,1,0,1,0,2,3,1982,-4450,4,1,13,13,-4,13,4,3,-4,-4,-4,-4,-4,-4
5159,2,2,2,0,-4,0,-4,0,-4,1,6,1981,46500,1,1,15,12,15,12,4,3,26,23,31,24,-4,-4
5160,3,3,3,1,4,1,4,1,1,2,9,1983,282001,1,1,20,12,20,12,1,-4,-4,-4,-4,-4,-4,-4
5161,4,3,4,0,-4,0,-4,0,-4,1,2,1982,-3,1,1,7,11,7,11,2,2,-4,-4,-4,-4,-4,-4
5162,3,3,2,1,0,1,0,0,-4,1,3,1982,61250,4,1,16,16,-4,16,4,3,-4,-4,-4,-4,-4,-4
5163,2,1,2,0,-4,0,-4,0,-4,2,10,1983,61250,4,1,16,16,-4,16,4,3,-4,-4,-4,-4,-4,-4
5164,3,2,2,1,25,1,2,0,-4,1,1,1982,-3,1,1,14,15,14,15,4,-4,-4,-4,-4,-4,-4,-4
5165,2,2,1,1,4,1,2,0,-4,1,4,1982,34500,1,1,14,12,14,12,4,4,-4,-4,-4,-4,-4,-4
5166,3,2,2,1,0,1,0,0,-4,1,3,1980,158200,4,1,11,13,-4,13,4,3,24,20,25,21,-4,-4
5167,3,3,1,1,0,1,0,0,-4,2,11,1983,42500,4,1,12,13,-4,13,4,-4,-4,-4,-4,-4,-4,-4
5170,2,2,1,0,-4,0,-4,0,-4,1,4,1981,312250,1,1,17,16,17,16,3,3,21,19,23,21,440,520
5171,2,2,2,0,-4,0,-4,0,-4,2,1,1983,49500,1,1,16,12,16,12,4,3,-4,-4,-4,-4,-4,-4
5172,3,4,3,1,15,1,20,1,0,1,7,1981,38500,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
5173,2,2,1,0,-4,0,-4,0,-4,2,7,1983,38500,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5174,1,1,1,0,-4,0,-4,0,-4,1,5,1984,574251,1,1,20,18,20,18,4,4,-4,-4,-4,-4,650,610
5175,1,1,1,0,-4,0,-4,0,-4,2,3,1983,93750,4,1,13,18,-4,18,4,-4,-4,-4,-4,-4,-4,-4
5176,1,1,1,0,-4,0,-4,0,-4,2,11,1984,93750,4,1,13,18,-4,18,4,-4,-4,-4,-4,-4,-4,-4
5177,4,3,1,0,-4,0,-4,0,-4,2,11,1981,58500,1,1,9,13,9,13,2,-4,-4,-4,-4,-4,-4,-4
5178,4,4,1,0,-4,0,-4,0,-4,1,8,1981,143500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5179,1,2,1,0,-4,0,-4,0,-4,2,2,1983,143500,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5180,4,3,4,0,-4,1,0,0,-4,1,12,1980,179500,1,1,12,16,12,16,4,3,20,14,20,23,-4,-4
5181,2,1,2,0,-4,0,-4,0,-4,1,10,1983,179500,1,1,12,16,12,16,4,3,-4,-4,-4,-4,-4,-4
5182,3,3,4,0,-4,1,0,0,-4,2,9,1981,161500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5183,2,2,2,1,0,1,1,0,-4,1,4,1981,133500,1,1,12,12,12,12,4,4,28,26,26,28,-4,-4
5184,2,1,1,0,-4,1,0,0,-4,1,7,1982,229001,1,1,16,19,16,19,4,3,24,24,25,24,-4,-4
5185,1,1,1,0,-4,0,-4,0,-4,2,7,1982,342000,1,1,12,12,12,12,4,3,15,17,10,17,-4,-4
5186,2,2,1,1,0,1,1,0,-4,2,9,1981,195500,1,1,12,12,12,12,4,4,26,26,28,24,-4,-4
5187,1,2,3,0,-4,1,0,0,-4,2,1,1983,195500,1,1,12,12,12,12,4,4,24,24,29,23,-4,-4
5188,1,1,1,0,-4,0,-4,0,-4,1,1,1983,600000,1,1,12,13,12,13,4,3,29,26,28,31,-4,-4
5189,3,2,2,0,-4,0,-4,0,-4,2,4,1980,270001,1,1,14,12,14,12,4,4,26,25,29,24,-4,-4
5190,4,3,2,0,-4,0,-4,0,-4,2,6,1981,270001,1,1,14,12,14,12,4,4,22,18,27,19,-4,-4
5191,4,2,4,1,0,0,-4,1,0,1,1,1981,160501,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
5192,3,4,3,0,-4,1,1,0,-4,2,9,1982,160501,1,1,12,12,12,12,4,4,30,31,27,34,-4,-4
5193,1,1,1,0,-4,0,-4,0,-4,2,6,1983,144700,1,1,16,16,16,16,4,4,31,31,30,32,660,690
5194,2,2,2,0,-4,0,-4,0,-4,2,3,1980,192500,1,1,16,16,16,16,4,4,30,27,30,30,-4,-4
5195,2,1,2,0,-4,0,-4,0,-4,2,7,1982,192500,1,1,16,16,16,16,4,4,28,24,31,28,-4,-4
5196,3,1,2,1,0,1,0,1,0,2,10,1981,288001,1,1,16,14,16,14,4,4,25,28,22,22,-4,-4
5197,1,1,2,0,-4,1,2,0,-4,1,12,1981,115500,1,1,18,16,18,16,4,4,28,30,28,28,-4,-4
5198,1,1,1,0,-4,1,0,0,-4,2,11,1984,115500,1,1,18,16,18,16,4,4,26,24,26,24,-4,-4
5199,2,1,1,0,-4,0,-4,0,-4,1,8,1983,8100,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5200,-4,-4,-4,0,-4,0,-4,0,-4,2,9,1984,8100,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
5201,5,3,5,1,30,0,-4,0,-4,1,2,1981,91500,1,1,18,16,18,16,4,-4,-4,-4,-4,-4,-4,-4
5202,3,2,1,0,-4,0,-4,0,-4,2,5,1981,71500,1,1,12,14,12,14,2,-4,-4,-4,-4,-4,-4,-4
5203,2,2,1,0,-4,0,-4,0,-4,2,11,1980,125100,1,1,13,14,13,14,4,4,24,28,18,27,-4,-4
5204,1,1,1,0,-4,0,-4,0,-4,2,12,1984,212001,1,1,12,12,12,12,4,3,20,19,18,22,-4,-4
5205,2,3,2,1,1,1,0,0,-4,2,7,1981,140500,1,1,12,12,12,12,4,3,25,26,22,27,-4,-4
5206,1,1,1,0,-4,0,-4,0,-4,2,5,1983,248000,1,1,14,14,14,14,4,3,26,24,26,26,-4,-4
5207,3,3,2,0,-4,0,-4,0,-4,2,4,1981,107500,2,1,-3,14,14,14,4,3,22,25,17,24,-4,-4
5208,4,3,1,0,-4,0,-4,0,-4,2,2,1984,107500,2,1,-3,14,14,14,4,3,19,14,20,21,-4,-4
5209,2,2,2,0,-4,0,-4,0,-4,1,6,1981,143500,1,1,14,12,14,12,4,2,-4,-4,-4,-4,-4,-4
5210,4,3,2,1,4,1,3,1,0,2,11,1980,-4,1,1,-3,-3,-3,-3,4,4,18,16,17,20,-4,-4
5211,2,1,1,1,0,0,-4,0,-4,1,7,1984,37439,4,1,-4,12,-4,12,4,1,-4,-4,-4,-4,-4,-4
5212,4,3,5,1,1,1,0,1,1,2,2,1982,125500,1,1,-3,-3,-3,-3,4,2,-4,-4,-4,-4,-4,-4
5213,1,1,1,0,-4,0,-4,0,-4,1,4,1984,125500,1,1,-3,-3,-3,-3,4,2,-4,-4,-4,-4,-4,-4
5214,4,1,1,0,-4,0,-4,1,0,1,3,1983,151001,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
5215,3,3,3,0,-4,0,-4,0,-4,2,8,1980,19300,4,1,12,12,-4,12,4,2,-4,-4,-4,-4,-4,-4
5216,4,5,5,0,-4,1,0,0,-4,2,7,1980,74750,1,1,12,12,12,12,4,1,-4,-4,-4,-4,-4,-4
5217,4,1,2,1,0,1,0,1,0,2,9,1984,74750,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5218,1,1,1,1,0,1,0,0,-4,1,5,1984,74750,9,1,-4,-4,-4,-4,4,2,-4,-4,-4,-4,-4,-4
5219,2,2,2,1,0,1,0,0,-4,2,11,1981,600000,1,1,-3,-3,-3,-3,4,4,27,25,26,32,-4,-4
5220,1,1,1,0,-4,0,-4,0,-4,1,1,1984,600000,1,1,-3,-3,-3,-3,4,4,20,16,24,17,-4,-4
5221,1,1,1,0,-4,0,-4,0,-4,2,11,1983,203001,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
5222,3,2,2,1,0,1,8,1,2,1,7,1980,94500,2,1,12,14,16,14,4,-4,-4,-4,-4,-4,-4,-4
5223,1,1,1,1,2,1,1,0,-4,1,4,1984,94500,2,1,12,14,16,14,4,-4,-4,-4,-4,-4,-4,-4
5224,3,4,5,1,30,1,2,1,0,1,1,1981,104500,1,1,12,12,12,12,4,0,-4,-4,-4,-4,-4,-4
